"FlightNum";"FlightCompany";"Origin";"Destination";"TakeOffAt";"ArriveAt";"FlightTime";"CraftCompany";"Airplane"
1912;"CA";"HAK";"HGH";"22:00:00";"00:30:00";"02:30:00";"Airbus";"A318"
1912;"SQ";"KUF";"DME";"06:10:00";"06:50:00";"01:40:00";"Airbus";"A320"
1913;"SQ";"DME";"LED";"09:50:00";"11:30:00";"01:40:00";"Airbus";"A319"
1913;"UA";"IAH";"MAF";"14:40:00";"16:10:00";"01:30:00";"Airbus";"A319"
1914;"SQ";"SVX";"DME";"06:10:00";"06:45:00";"02:35:00";"Airbus";"A319"
1915;"AC";"BCN";"YYZ";"11:50:00";"14:50:00";"09:00:00";"Boeing";"767-300"
1915;"SQ";"DME";"KUF";"14:55:00";"17:45:00";"01:50:00";"Airbus";"A319"
1916;"AC";"YYZ";"LIS";"22:55:00";"11:15:00";"07:20:00";"Boeing";"767-300"
1916;"SQ";"KZN";"DME";"10:15:00";"11:55:00";"01:40:00";"Airbus";"A319"
1916;"UA";"SAN";"IAD";"21:55:00";"05:28:00";"04:33:00";"Boeing";"737-900"
1917;"SQ";"DME";"KUF";"09:50:00";"12:40:00";"01:50:00";"Airbus";"A319"
1917;"UA";"DEN";"AUS";"20:35:00";"23:40:00";"02:05:00";"Boeing";"737-900"
1918;"SQ";"KZN";"DME";"05:05:00";"06:45:00";"01:40:00";"Airbus";"A319"
1918;"UA";"ORD";"LGA";"12:30:00";"15:40:00";"02:10:00";"Airbus";"A319"
1919;"SQ";"DME";"KUF";"19:10:00";"22:00:00";"01:50:00";"Airbus";"A319"
1919;"UA";"SAN";"SFO";"13:32:00";"15:03:00";"01:31:00";"Boeing";"737-800"
1920;"SQ";"KGD";"DME";"15:50:00";"18:50:00";"02:00:00";"Airbus";"A319"
1920;"UA";"IAH";"LGA";"10:05:00";"14:28:00";"03:23:00";"Airbus";"A319"
1921;"CA";"WNZ";"TSN";"17:50:00";"20:25:00";"02:35:00";"Airbus";"A320"
1921;"SQ";"DME";"SVX";"10:20:00";"14:45:00";"02:25:00";"Airbus";"A319"
1921;"UA";"BOS";"DEN";"08:46:00";"11:35:00";"04:49:00";"Boeing";"737-900"
1922;"CA";"TSN";"WNZ";"21:25:00";"23:50:00";"02:25:00";"Airbus";"A318"
1922;"SQ";"KJA";"DME";"07:20:00";"08:30:00";"05:10:00";"Boeing";"737-800"
1922;"UA";"MCO";"EWR";"12:04:00";"14:39:00";"02:35:00";"Boeing";"737-900"
1923;"SQ";"DME";"SVX";"14:40:00";"19:05:00";"02:25:00";"Boeing";"737-800"
1923;"UA";"EWR";"MIA";"14:56:00";"18:04:00";"03:08:00";"Boeing";"737-900"
1924;"SQ";"UFA";"DME";"06:00:00";"06:20:00";"02:20:00";"Airbus";"A319"
1925;"CA";"WNZ";"CAN";"19:45:00";"21:50:00";"02:05:00";"Airbus";"A318"
1925;"UA";"IAH";"SFO";"06:40:00";"09:07:00";"04:27:00";"Boeing";"737-900"
1926;"CA";"CAN";"WNZ";"20:25:00";"22:20:00";"01:55:00";"Airbus";"A318"
1926;"LH";"MUC";"NAP";"10:40:00";"12:15:00";"01:35:00";"Airbus";"A320"
1926;"UA";"LGA";"IAH";"17:29:00";"20:32:00";"04:03:00";"Boeing";"737-800"
1927;"CA";"WNZ";"KWE";"09:15:00";"11:50:00";"02:35:00";"Airbus";"A318"
1927;"LH";"NAP";"MUC";"13:00:00";"14:40:00";"01:40:00";"Airbus";"A320"
1927;"SQ";"DME";"KZN";"14:35:00";"16:10:00";"01:35:00";"Airbus";"A321"
1927;"UA";"IAD";"IAH";"22:00:00";"00:15:00";"03:15:00";"Airbus";"A320"
1928;"CA";"KWE";"WNZ";"12:50:00";"14:55:00";"02:05:00";"Airbus";"A318"
1928;"LH";"MUC";"NAP";"16:00:00";"17:35:00";"01:35:00";"Airbus";"A320"
1928;"UA";"DEN";"ONT";"18:57:00";"20:12:00";"02:15:00";"Airbus";"A320"
1929;"LH";"NAP";"MUC";"18:20:00";"20:00:00";"01:40:00";"Airbus";"A320"
1929;"SQ";"DME";"KZN";"17:45:00";"19:20:00";"01:35:00";"Airbus";"A319"
1929;"UA";"SEA";"EWR";"06:05:00";"14:08:00";"05:03:00";"Airbus";"A320"
1930;"LH";"MUC";"NAP";"21:20:00";"22:55:00";"01:35:00";"Airbus";"A321"
1930;"SQ";"UUD";"DME";"09:25:00";"11:00:00";"06:35:00";"Boeing";"737-800"
1930;"UA";"SAT";"IAH";"16:10:00";"17:13:00";"01:03:00";"Airbus";"A320"
1931;"LH";"NAP";"MUC";"06:05:00";"07:45:00";"01:40:00";"Airbus";"A320"
1931;"SQ";"DME";"KGD";"13:50:00";"15:00:00";"02:10:00";"Airbus";"A319"
1931;"UA";"SFO";"SNA";"20:25:00";"21:52:00";"01:27:00";"Boeing";"737-800"
1932;"UA";"EWR";"SEA";"15:10:00";"18:26:00";"06:16:00";"Boeing";"737-800"
1934;"LH";"MUC";"TRS";"11:30:00";"12:25:00";"00:00:55";"Canadair";"(Bombardier)"
1934;"SQ";"OMS";"DME";"07:05:00";"07:40:00";"03:35:00";"Airbus";"A321"
1935;"CA";"PVG";"LHW";"07:20:00";"10:40:00";"03:20:00";"Airbus";"A318"
1935;"LH";"TRS";"MUC";"13:00:00";"14:00:00";"01:00:00";"Canadair";"(Bombardier)"
1935;"SQ";"DME";"UFA";"17:35:00";"21:40:00";"02:05:00";"Airbus";"A320"
1935;"UA";"PBI";"EWR";"18:45:00";"21:35:00";"02:50:00";"Airbus";"A320"
1936;"CA";"LHW";"PVG";"11:40:00";"14:25:00";"02:45:00";"Airbus";"A318"
1936;"LH";"MUC";"TRS";"15:15:00";"16:10:00";"00:00:55";"Canadair";"(Bombardier)"
1936;"SQ";"KEJ";"DME";"07:30:00";"08:05:00";"04:35:00";"Boeing";"737-800"
1936;"UA";"IAH";"CLE";"16:45:00";"20:24:00";"02:39:00";"Boeing";"737-700"
1937;"CA";"PVG";"KMG";"14:45:00";"18:35:00";"03:50:00";"Airbus";"A318"
1937;"LH";"TRS";"MUC";"16:45:00";"17:45:00";"01:00:00";"Canadair";"(Bombardier)"
1937;"SQ";"DME";"UFA";"12:05:00";"16:10:00";"02:05:00";"Airbus";"A319"
1937;"UA";"ORD";"AUS";"13:30:00";"16:28:00";"02:58:00";"Airbus";"A320"
1938;"CA";"KMG";"PVG";"19:35:00";"22:35:00";"03:00:00";"Airbus";"A318"
1938;"LH";"MUC";"TRS";"21:35:00";"22:30:00";"00:00:55";"Canadair";"(Bombardier)"
1938;"SQ";"OVB";"DME";"08:40:00";"09:10:00";"04:30:00";"Airbus";"A320"
1938;"UA";"IAH";"PDX";"09:35:00";"12:14:00";"04:39:00";"Airbus";"A319"
1939;"LH";"TRS";"MUC";"06:10:00";"07:10:00";"01:00:00";"Canadair";"(Bombardier)"
1939;"UA";"YYZ";"DEN";"16:00:00";"17:57:00";"03:57:00";"Airbus";"A319"
1940;"SQ";"TJM";"DME";"06:45:00";"07:45:00";"03:00:00";"Airbus";"A319"
1941;"SQ";"DME";"UUD";"21:15:00";"08:10:00";"05:55:00";"Boeing";"737-800"
1941;"UA";"TUS";"DEN";"14:45:00";"16:36:00";"01:51:00";"Boeing";"737-800"
1942;"SQ";"NBC";"DME";"05:10:00";"07:05:00";"01:55:00";"Airbus";"A320"
1942;"UA";"ORD";"DEN";"10:00:00";"11:38:00";"02:38:00";"Boeing";"737-900"
1943;"UA";"IAH";"MFE";"18:40:00";"19:53:00";"01:13:00";"Boeing";"737-900"
1944;"AC";"YYZ";"BOG";"15:20:00";"21:15:00";"05:55:00";"Boeing";"767-300"
1944;"LH";"MUC";"GOA";"15:00:00";"16:10:00";"01:10:00";"Canadair";"(Bombardier)"
1944;"UA";"DEN";"PVR";"09:50:00";"14:08:00";"03:18:00";"Boeing";"737-800"
1945;"AC";"BOG";"YYZ";"23:30:00";"05:40:00";"06:10:00";"Boeing";"767-300"
1945;"LH";"GOA";"MUC";"16:45:00";"18:00:00";"01:15:00";"Canadair";"(Bombardier)"
1945;"SQ";"DME";"OMS";"10:10:00";"16:35:00";"03:25:00";"Airbus";"A320"
1946;"AC";"YYZ";"LIM";"17:50:00";"01:45:00";"07:55:00";"Boeing";"767-300"
1946;"LH";"MUC";"GOA";"22:05:00";"23:15:00";"01:10:00";"Canadair";"(Bombardier)"
1946;"LX";"GVA";"BCN";"07:45:00";"09:15:00";"01:30:00";"Bombardier";"CS300"
1946;"UA";"SEA";"DEN";"15:46:00";"19:25:00";"02:39:00";"Airbus";"A320"
1947;"CA";"PVG";"CTU";"07:35:00";"11:05:00";"03:30:00";"Airbus";"A321"
1947;"LH";"GOA";"MUC";"06:20:00";"07:35:00";"01:15:00";"Canadair";"(Bombardier)"
1947;"LX";"BCN";"GVA";"09:55:00";"11:30:00";"01:35:00";"Bombardier";"CS300"
1947;"SQ";"DME";"KEJ";"22:05:00";"06:20:00";"04:15:00";"Boeing";"737-800"
1948;"CA";"CTU";"PVG";"12:20:00";"15:15:00";"02:55:00";"Airbus";"A321"
1948;"SQ";"PEE";"DME";"07:05:00";"07:15:00";"02:10:00";"Airbus";"A321"
1949;"CA";"PVG";"CTU";"16:00:00";"19:35:00";"03:35:00";"Airbus";"A350-900"
1949;"SQ";"DME";"OVB";"11:10:00";"19:15:00";"04:05:00";"Boeing";"737-800"
1949;"UA";"DEN";"AUS";"15:30:00";"18:35:00";"02:05:00";"Boeing";"737-900"
1950;"CA";"CTU";"PVG";"21:00:00";"23:55:00";"02:55:00";"Airbus";"A350-900"
1950;"LH";"MUC";"PSA";"11:10:00";"12:25:00";"01:15:00";"Embraer";"195"
1950;"UA";"DEN";"PDX";"11:46:00";"13:35:00";"02:49:00";"Airbus";"A320"
1951;"CA";"WNZ";"PEK";"18:55:00";"21:40:00";"02:45:00";"Airbus";"A321"
1951;"LH";"PSA";"MUC";"13:00:00";"14:15:00";"01:15:00";"Embraer";"195"
1951;"LX";"BCN";"ZRH";"06:30:00";"08:15:00";"01:45:00";"Airbus";"A321"
1951;"SQ";"DME";"OVB";"17:15:00";"01:20:00";"04:05:00";"Boeing";"737-800"
1951;"UA";"SEA";"IAH";"09:05:00";"15:16:00";"04:11:00";"Airbus";"A320"
1952;"CA";"PEK";"WNZ";"16:10:00";"18:50:00";"02:40:00";"Airbus";"A318"
1952;"LH";"MUC";"PSA";"15:00:00";"16:15:00";"01:15:00";"Canadair";"(Bombardier)"
1952;"LX";"ZRH";"BCN";"07:10:00";"09:00:00";"01:50:00";"Airbus";"A321"
1952;"SQ";"NJC";"DME";"07:05:00";"08:45:00";"03:40:00";"Airbus";"A320"
1952;"UA";"MSY";"IAD";"18:02:00";"21:17:00";"02:15:00";"Boeing";"737-700"
1953;"CA";"WNZ";"CKG";"08:00:00";"11:00:00";"03:00:00";"Airbus";"A319"
1953;"LH";"PSA";"MUC";"16:55:00";"18:10:00";"01:15:00";"Canadair";"(Bombardier)"
1953;"LX";"BCN";"ZRH";"09:45:00";"11:40:00";"01:55:00";"Airbus";"A321"
1953;"SQ";"DME";"TJM";"00:55:00";"05:45:00";"02:50:00";"Airbus";"A319"
1953;"UA";"ORD";"CMH";"14:40:00";"17:01:00";"01:21:00";"Airbus";"A319"
1954;"CA";"CKG";"WNZ";"11:25:00";"13:45:00";"02:20:00";"Airbus";"A319"
1954;"LX";"ZRH";"BCN";"12:20:00";"14:00:00";"01:40:00";"Airbus";"A321"
1954;"SQ";"HKG";"VVO";"17:50:00";"00:30:00";"04:40:00";"Airbus";"A320"
1954;"UA";"LAS";"IAH";"14:03:00";"18:57:00";"02:54:00";"Boeing";"737-800"
1955;"CA";"WNZ";"KMG";"07:25:00";"10:45:00";"03:20:00";"Airbus";"A318"
1955;"LX";"BCN";"ZRH";"14:45:00";"16:35:00";"01:50:00";"Airbus";"A321"
1955;"SQ";"DME";"NBC";"23:55:00";"01:50:00";"01:55:00";"Airbus";"A320"
1955;"UA";"IAH";"PIT";"12:00:00";"15:39:00";"02:39:00";"Boeing";"737-900"
1956;"CA";"KMG";"WNZ";"11:55:00";"14:30:00";"02:35:00";"Airbus";"A319"
1956;"LH";"MUC";"AOI";"07:45:00";"09:00:00";"01:15:00";"Canadair";"(Bombardier)"
1956;"LX";"ZRH";"BCN";"17:25:00";"19:10:00";"01:45:00";"Airbus";"A321"
1956;"UA";"IAH";"LAX";"09:55:00";"11:31:00";"03:36:00";"Boeing";"777-200"
1957;"CA";"WNZ";"PEK";"15:40:00";"18:20:00";"02:40:00";"Airbus";"A319"
1957;"LH";"AOI";"MUC";"09:40:00";"10:55:00";"01:15:00";"Canadair";"(Bombardier)"
1957;"LX";"BCN";"ZRH";"19:55:00";"21:45:00";"01:50:00";"Airbus";"A321"
1957;"UA";"IAH";"SJC";"09:40:00";"11:56:00";"04:16:00";"Boeing";"737-900"
1958;"CA";"PEK";"WNZ";"13:50:00";"16:30:00";"02:40:00";"Airbus";"A321"
1958;"LH";"MUC";"AOI";"14:40:00";"15:55:00";"01:15:00";"Canadair";"(Bombardier)"
1958;"UA";"SFO";"IAH";"09:35:00";"15:18:00";"03:43:00";"Boeing";"737-800"
1959;"CA";"WNZ";"CTU";"17:00:00";"20:20:00";"03:20:00";"Airbus";"A321"
1959;"LH";"AOI";"MUC";"16:30:00";"17:45:00";"01:15:00";"Canadair";"(Bombardier)"
1959;"UA";"MIA";"EWR";"11:30:00";"14:24:00";"02:54:00";"Boeing";"737-900"
1960;"CA";"CTU";"WNZ";"21:10:00";"23:55:00";"02:45:00";"Airbus";"A321"
1960;"LH";"MUC";"AOI";"22:00:00";"23:15:00";"01:15:00";"Canadair";"(Bombardier)"
1960;"SQ";"NOZ";"DME";"06:35:00";"07:20:00";"04:45:00";"Airbus";"A320"
1960;"UA";"LAX";"EWR";"15:15:00";"23:25:00";"05:10:00";"Boeing";"757-200"
1961;"CA";"PVG";"NNG";"06:35:00";"09:50:00";"03:15:00";"Airbus";"A318"
1961;"LH";"AOI";"MUC";"06:05:00";"07:20:00";"01:15:00";"Canadair";"(Bombardier)"
1961;"SQ";"DME";"PEE";"09:15:00";"13:20:00";"02:05:00";"Airbus";"A319"
1961;"UA";"SFO";"ORD";"12:58:00";"19:05:00";"04:07:00";"Boeing";"757-300"
1962;"CA";"NNG";"PVG";"10:40:00";"13:20:00";"02:40:00";"Airbus";"A318"
1962;"SQ";"TOF";"DME";"07:35:00";"08:05:00";"04:30:00";"Airbus";"A320"
1963;"CA";"WNZ";"CTU";"11:45:00";"14:50:00";"03:05:00";"Airbus";"A321"
1963;"SQ";"DME";"PEE";"15:05:00";"19:10:00";"02:05:00";"Airbus";"A319"
1963;"UA";"IAH";"DEN";"22:03:00";"23:31:00";"02:28:00";"Boeing";"737-900"
1964;"CA";"CTU";"WNZ";"16:10:00";"18:40:00";"02:30:00";"Airbus";"A321"
1964;"SQ";"OGZ";"DME";"14:00:00";"16:30:00";"02:30:00";"Boeing";"737-800"
1966;"CA";"PVG";"WNZ";"09:35:00";"10:55:00";"01:20:00";"Airbus";"A321"
1967;"CA";"WNZ";"PVG";"19:30:00";"20:40:00";"01:10:00";"Airbus";"A321"
1967;"SQ";"DME";"NJC";"00:30:00";"06:00:00";"03:30:00";"Airbus";"A320"
1969;"CA";"PVG";"KWL";"18:15:00";"21:05:00";"02:50:00";"Airbus";"A318"
1969;"SQ";"VVO";"HKG";"13:30:00";"16:55:00";"05:25:00";"Airbus";"A320"
1969;"UA";"MCO";"IAH";"15:53:00";"17:25:00";"02:32:00";"Boeing";"737-900"
1970;"CA";"KWL";"PVG";"22:00:00";"00:30:00";"02:30:00";"Airbus";"A318"
1970;"UA";"DEN";"BZN";"19:15:00";"20:59:00";"01:44:00";"Airbus";"A320"
1971;"UA";"DEN";"RSW";"08:15:00";"13:50:00";"03:35:00";"Airbus";"A320"
1972;"SQ";"KRR";"DME";"05:15:00";"07:35:00";"02:20:00";"Boeing";"737-800"
1972;"UA";"IAD";"EWR";"17:30:00";"19:00:00";"01:30:00";"Boeing";"737-900"
1973;"CA";"PVG";"HAK";"15:35:00";"19:00:00";"03:25:00";"Airbus";"A321"
1973;"UA";"SFO";"SAN";"20:35:00";"22:05:00";"01:30:00";"Boeing";"737-900"
1974;"CA";"HAK";"PVG";"20:05:00";"22:55:00";"02:50:00";"Airbus";"A321"
1974;"SQ";"ROV";"DME";"05:20:00";"07:25:00";"02:05:00";"Airbus";"A319"
1974;"UA";"MIA";"EWR";"16:25:00";"19:30:00";"03:05:00";"Airbus";"A320"
1975;"CA";"PVG";"CGQ";"15:30:00";"18:20:00";"02:50:00";"Airbus";"A321"
1975;"UA";"DEN";"IAH";"19:21:00";"22:34:00";"02:13:00";"Boeing";"737-900"
1976;"CA";"CGQ";"PVG";"19:15:00";"22:10:00";"02:55:00";"Airbus";"A321"
1977;"SQ";"DME";"NOZ";"21:05:00";"05:25:00";"04:20:00";"Airbus";"A320"
1977;"UA";"IAH";"SEA";"20:00:00";"22:54:00";"04:54:00";"Airbus";"A320"
1978;"AC";"YUL";"PUJ";"07:00:00";"12:30:00";"04:30:00";"Boeing";"767-300"
1978;"UA";"EWR";"SFO";"13:00:00";"16:24:00";"06:24:00";"Boeing";"757-200"
1979;"AC";"PUJ";"YUL";"13:50:00";"17:15:00";"04:25:00";"Boeing";"767-300"
1979;"SQ";"DME";"TOF";"22:20:00";"06:30:00";"04:10:00";"Airbus";"A320"
1979;"UA";"IAD";"PIT";"22:25:00";"23:23:00";"00:00:58";"Airbus";"A319"
1980;"AC";"YYZ";"MEX";"08:25:00";"12:30:00";"05:05:00";"Boeing";"767-300"
1980;"LH";"MUC";"CGN";"06:40:00";"07:45:00";"01:05:00";"Airbus";"A320"
1980;"SQ";"DME";"VOG";"17:20:00";"20:10:00";"02:50:00";"Airbus";"A319"
1980;"UA";"MCO";"EWR";"16:15:00";"18:56:00";"02:41:00";"Boeing";"737-900"
1981;"AC";"MEX";"YYZ";"13:55:00";"19:20:00";"04:25:00";"Boeing";"767-300"
1981;"LH";"CGN";"MUC";"08:35:00";"09:40:00";"01:05:00";"Airbus";"A320"
1981;"SQ";"DME";"OGZ";"10:30:00";"13:00:00";"02:30:00";"Boeing";"737-800"
1981;"UA";"CLE";"LAX";"07:02:00";"09:25:00";"05:23:00";"Boeing";"737-900"
1982;"LH";"MUC";"CGN";"07:30:00";"08:35:00";"01:05:00";"Airbus";"A321"
1982;"SQ";"VOG";"DME";"20:55:00";"21:45:00";"00:00:50";"Airbus";"A319"
1982;"UA";"DEN";"SAN";"08:25:00";"09:43:00";"02:18:00";"Boeing";"737-800"
1983;"CA";"HRB";"FYJ";"11:05:00";"12:35:00";"01:30:00";"Airbus";"A321"
1983;"LH";"CGN";"MUC";"09:20:00";"10:25:00";"01:05:00";"Airbus";"A321"
1983;"UA";"EWR";"TPA";"20:44:00";"23:41:00";"02:57:00";"Boeing";"737-900"
1984;"CA";"HRB";"PVG";"16:00:00";"19:05:00";"03:05:00";"Airbus";"A321"
1984;"LH";"MUC";"CGN";"08:30:00";"09:35:00";"01:05:00";"Airbus";"A320"
1984;"SQ";"DME";"ASF";"12:05:00";"15:20:00";"02:15:00";"Airbus";"A319"
1984;"UA";"EWR";"SDQ";"06:30:00";"11:28:00";"03:58:00";"Boeing";"737-800"
1985;"CA";"PVG";"CGQ";"07:40:00";"10:30:00";"02:50:00";"Airbus";"A321"
1985;"LH";"CGN";"MUC";"10:15:00";"11:20:00";"01:05:00";"Airbus";"A320"
1985;"UA";"SDQ";"EWR";"12:28:00";"15:35:00";"04:07:00";"Boeing";"737-800"
1986;"AC";"YUL";"PUJ";"08:15:00";"13:45:00";"04:30:00";"Boeing";"767-300"
1986;"CA";"CGQ";"PVG";"11:25:00";"14:20:00";"02:55:00";"Airbus";"A321"
1986;"LH";"MUC";"CGN";"11:30:00";"12:35:00";"01:05:00";"Airbus";"A321"
1986;"SQ";"ASF";"DME";"16:10:00";"17:25:00";"02:15:00";"Airbus";"A319"
1986;"UA";"BDL";"IAD";"15:00:00";"16:25:00";"01:25:00";"Boeing";"737-900"
1987;"AC";"PUJ";"YUL";"15:05:00";"18:30:00";"04:25:00";"Boeing";"767-300"
1987;"LH";"CGN";"MUC";"13:15:00";"14:20:00";"01:05:00";"Airbus";"A321"
1988;"LH";"MUC";"CGN";"14:40:00";"15:45:00";"01:05:00";"Airbus";"A321"
1988;"SQ";"DME";"STW";"14:05:00";"16:15:00";"02:10:00";"Airbus";"A320"
1989;"LH";"CGN";"MUC";"16:25:00";"17:30:00";"01:05:00";"Airbus";"A321"
1989;"UA";"SMF";"ORD";"07:00:00";"12:54:00";"03:54:00";"Boeing";"737-900"
1990;"LH";"MUC";"CGN";"15:45:00";"16:50:00";"01:05:00";"Airbus";"A321"
1990;"SQ";"STW";"DME";"17:00:00";"19:10:00";"02:10:00";"Airbus";"A320"
1990;"UA";"DEN";"SAT";"09:46:00";"12:55:00";"02:09:00";"Airbus";"A320"
1991;"LH";"CGN";"MUC";"17:30:00";"18:35:00";"01:05:00";"Airbus";"A321"
1991;"SQ";"DME";"KRR";"11:55:00";"14:20:00";"02:25:00";"Boeing";"737-800"
1991;"UA";"EWR";"SFO";"10:00:00";"13:21:00";"06:21:00";"Boeing";"757-200"
1992;"LH";"MUC";"CGN";"18:45:00";"19:50:00";"01:05:00";"Airbus";"A321"
1992;"UA";"EWR";"IAD";"15:00:00";"16:21:00";"01:21:00";"Boeing";"737-900"
1993;"LH";"CGN";"MUC";"20:30:00";"21:35:00";"01:05:00";"Airbus";"A321"
1993;"UA";"MIA";"EWR";"08:10:00";"11:02:00";"02:52:00";"Boeing";"737-800"
1994;"LH";"MUC";"CGN";"19:25:00";"20:30:00";"01:05:00";"Canadair";"(Bombardier)"
1994;"UA";"IAH";"MIA";"09:39:00";"12:59:00";"02:20:00";"Airbus";"A320"
1995;"CA";"WNZ";"LHW";"14:30:00";"18:00:00";"03:30:00";"Airbus";"A318"
1995;"LH";"CGN";"MUC";"21:15:00";"22:20:00";"01:05:00";"Canadair";"(Bombardier)"
1995;"UA";"ORD";"EWR";"16:00:00";"19:11:00";"02:11:00";"Boeing";"737-800"
1996;"CA";"LHW";"WNZ";"11:00:00";"13:45:00";"02:45:00";"Airbus";"A318"
1996;"LH";"MUC";"CGN";"22:20:00";"23:25:00";"01:05:00";"Airbus";"A321"
1996;"UA";"ORD";"SJU";"07:54:00";"14:35:00";"04:41:00";"Boeing";"737-900"
1997;"SQ";"DME";"ROV";"13:10:00";"15:15:00";"02:05:00";"Airbus";"A321"
1997;"UA";"ORD";"EWR";"17:55:00";"21:06:00";"02:11:00";"Boeing";"737-800"
1998;"UA";"IAH";"SFO";"09:35:00";"11:53:00";"04:18:00";"Boeing";"737-900"
1999;"LH";"CGN";"MUC";"06:20:00";"07:25:00";"01:05:00";"Airbus";"A321"
1999;"UA";"LAS";"EWR";"22:55:00";"06:42:00";"04:47:00";"Boeing";"737-900"
2000;"LH";"MUC";"DUS";"19:00:00";"20:10:00";"01:10:00";"Airbus";"A321"
2000;"SQ";"FRA";"ARN";"11:05:00";"13:15:00";"02:10:00";"Airbus";"A321"
2000;"UA";"PHX";"ORD";"15:52:00";"20:13:00";"03:21:00";"Airbus";"A320"
2001;"LH";"DUS";"MUC";"20:50:00";"22:00:00";"01:10:00";"Airbus";"A321"
2001;"UA";"EWR";"ORD";"06:00:00";"07:31:00";"02:31:00";"Boeing";"737-800"
2002;"LH";"MUC";"DUS";"06:30:00";"07:40:00";"01:10:00";"Airbus";"A319"
2002;"UA";"IAD";"TPA";"08:35:00";"10:48:00";"02:13:00";"Boeing";"737-800"
2003;"LH";"DUS";"MUC";"08:25:00";"09:35:00";"01:10:00";"Airbus";"A319"
2003;"SQ";"HEL";"FRA";"18:15:00";"19:55:00";"02:40:00";"Airbus";"A320"
2003;"UA";"ORD";"SNA";"19:37:00";"22:00:00";"04:23:00";"Boeing";"737-700"
2004;"LH";"MUC";"DUS";"07:30:00";"08:40:00";"01:10:00";"Airbus";"A321"
2004;"SQ";"FRA";"HEL";"09:45:00";"13:15:00";"02:30:00";"Airbus";"A321"
2004;"UA";"ORD";"ROC";"14:00:00";"16:40:00";"01:40:00";"Airbus";"A320"
2005;"LH";"DUS";"MUC";"09:25:00";"10:35:00";"01:10:00";"Airbus";"A321"
2005;"SQ";"LYS";"FRA";"06:55:00";"08:20:00";"01:25:00";"Airbus";"A320"
2005;"UA";"ORD";"DEN";"08:55:00";"10:33:00";"02:38:00";"Boeing";"737-900"
2006;"LH";"MUC";"DUS";"08:30:00";"09:40:00";"01:10:00";"Airbus";"A320"
2006;"UA";"EWR";"SFO";"18:00:00";"21:29:00";"06:29:00";"Boeing";"777-200"
2007;"LH";"DUS";"MUC";"10:25:00";"11:35:00";"01:10:00";"Airbus";"A320"
2007;"SQ";"FRA";"SIN";"21:55:00";"17:05:00";"12:10:00";"Airbus";"A380-800"
2007;"UA";"MSY";"EWR";"06:05:00";"09:55:00";"02:50:00";"Airbus";"A320"
2008;"LH";"MUC";"DUS";"10:30:00";"11:40:00";"01:10:00";"Airbus";"A320"
2008;"SQ";"SIN";"FRA";"23:55:00";"06:05:00";"13:10:00";"Airbus";"A380-800"
2008;"UA";"LGA";"ORD";"16:35:00";"18:11:00";"02:36:00";"Airbus";"A319"
2009;"LH";"DUS";"MUC";"12:25:00";"13:35:00";"01:10:00";"Airbus";"A320"
2009;"UA";"MCO";"IAD";"18:55:00";"20:59:00";"02:04:00";"Boeing";"737-900"
2010;"LH";"MUC";"DUS";"11:30:00";"12:40:00";"01:10:00";"Airbus";"A320"
2010;"UA";"LGA";"ORD";"17:00:00";"18:35:00";"02:35:00";"Boeing";"737-700"
2011;"LH";"DUS";"MUC";"13:25:00";"14:35:00";"01:10:00";"Airbus";"A320"
2011;"SQ";"HAM";"FRA";"09:00:00";"10:10:00";"01:10:00";"Airbus";"A321"
2011;"UA";"ORD";"PVD";"19:00:00";"22:17:00";"02:17:00";"Airbus";"A319"
2012;"LH";"MUC";"DUS";"13:30:00";"14:40:00";"01:10:00";"Airbus";"A319"
2012;"SQ";"FRA";"HAM";"08:00:00";"09:05:00";"01:05:00";"Airbus";"A321"
2012;"UA";"PDX";"ORD";"23:25:00";"05:05:00";"03:40:00";"Boeing";"737-900"
2013;"LH";"DUS";"MUC";"15:25:00";"16:35:00";"01:10:00";"Airbus";"A319"
2013;"SQ";"TLL";"FRA";"06:40:00";"08:10:00";"02:30:00";"Airbus";"A319"
2014;"LH";"MUC";"DUS";"15:30:00";"16:40:00";"01:10:00";"Airbus";"A321"
2014;"UA";"EWR";"RDU";"07:30:00";"09:09:00";"01:39:00";"Airbus";"A320"
2015;"LH";"DUS";"MUC";"17:25:00";"18:35:00";"01:10:00";"Airbus";"A321"
2015;"SQ";"MUC";"FRA";"09:00:00";"10:05:00";"01:05:00";"Airbus";"A321"
2015;"UA";"EWR";"ORD";"18:45:00";"20:20:00";"02:35:00";"Airbus";"A320"
2016;"LH";"MUC";"DUS";"16:30:00";"17:40:00";"01:10:00";"Airbus";"A321"
2016;"SQ";"FRA";"MUC";"08:15:00";"09:10:00";"00:00:55";"Airbus";"A321"
2016;"UA";"SAN";"SFO";"17:32:00";"19:06:00";"01:34:00";"Airbus";"A319"
2017;"LH";"DUS";"MUC";"18:25:00";"19:35:00";"01:10:00";"Airbus";"A321"
2017;"SQ";"TXL";"FRA";"08:45:00";"09:55:00";"01:10:00";"Airbus";"A321"
2017;"UA";"IAH";"SAT";"11:56:00";"12:59:00";"01:03:00";"Boeing";"737-900"
2018;"LH";"MUC";"DUS";"17:30:00";"18:40:00";"01:10:00";"Airbus";"A320"
2018;"SQ";"FRA";"TXL";"07:45:00";"08:55:00";"01:10:00";"Airbus";"A321"
